Marker,P_Value,Is_QTL,Bonferroni_Significant,BH_FDR_Significant,Permutation_Significant
5866,0.057231940153260386,False,False,False,False
5867,0.21016516249231165,True,False,False,False
5868,0.11660404556851656,False,False,False,False
5869,0.1433500702095385,False,False,False,False
5870,0.7567498124509318,False,False,False,False
5871,0.8207873345644269,False,False,False,False
5872,0.8010270436309859,False,False,False,False
5873,0.12829732292427787,False,False,False,False
5874,0.16125406285192412,False,False,False,False
5875,0.6369762221255051,False,False,False,False
5876,0.9278965938143529,False,False,False,False
5877,0.24979280860501363,False,False,False,False
5878,0.08242798945712682,False,False,False,False
5879,0.08328922038460107,False,False,False,False
5880,0.4020776543936796,False,False,False,False
5881,0.22552345828308484,False,False,False,False
5882,0.9439471258625965,False,False,False,False
5883,0.016491258977649914,False,False,False,False
5884,0.725750234719247,False,False,False,False
5885,0.2704700793824789,False,False,False,False
5886,0.5713565086274529,False,False,False,False
5887,0.287473018548423,False,False,False,False
5888,0.05157954440447299,False,False,False,False
5889,0.06730407066899646,False,False,False,False
5890,0.7556965094242524,False,False,False,False
5891,0.18111938776368142,True,False,False,False
5892,0.7257194731003539,False,False,False,False
5893,0.6832797085446914,False,False,False,False
5894,0.6483526657096457,False,False,False,False
5895,0.9667639636420327,False,False,False,False
5896,0.5811148144739334,False,False,False,False
5897,0.9988915487544232,False,False,False,False
5898,0.736669669398287,False,False,False,False
5899,0.6484481705876465,False,False,False,False
5900,0.7497313169463148,False,False,False,False
5901,0.023260440121767756,False,False,False,False
5902,0.9451655174597346,False,False,False,False
5903,0.10914399676573494,False,False,False,False
5904,0.5669377953193868,False,False,False,False
5905,0.6448731146778622,False,False,False,False
5906,0.9276684024542216,False,False,False,False
5907,0.6860910711689315,False,False,False,False
5908,0.09535345318286026,False,False,False,False
5909,0.5742714699195859,False,False,False,False
5910,0.2278677865528338,False,False,False,False
5911,0.6491490501342744,False,False,False,False
5912,0.4348010845499275,False,False,False,False
5913,0.7262286969850658,False,False,False,False
5914,0.5346007512892753,False,False,False,False
5915,0.5724579331221157,False,False,False,False
5916,0.7223593505964503,False,False,False,False
5917,0.5067987468656051,False,False,False,False
5918,0.22669865191471072,False,False,False,False
5919,0.963657442610793,False,False,False,False
5920,0.09380782400772492,False,False,False,False
5921,0.7247362184512921,False,False,False,False
5922,0.5506517276604026,False,False,False,False
5923,0.3645762477430684,False,False,False,False
5924,0.19189427212540744,False,False,False,False
5925,0.3058291556648267,False,False,False,False
5926,0.11906128738229915,False,False,False,False
5927,0.40232862392392543,False,False,False,False
5928,0.5840483554050317,False,False,False,False
5929,0.10830812118899402,False,False,False,False
5930,0.7442737173155829,False,False,False,False
5931,0.14300740132638512,False,False,False,False
5932,0.8118468461486851,False,False,False,False
5933,0.10480589988155764,False,False,False,False
5934,0.07568601549625709,False,False,False,False
5935,0.5049722171586871,False,False,False,False
5936,0.468320534694331,False,False,False,False
5937,0.3162327101862351,False,False,False,False
5938,0.957040453732577,False,False,False,False
5939,0.0606149750075019,False,False,False,False
5940,0.2570200156484578,False,False,False,False
5941,0.4167041030824632,False,False,False,False
5942,0.2119546110805426,False,False,False,False
5943,0.005501174039798773,False,False,False,False
5944,0.7773587133276922,False,False,False,False
5945,0.7337534974379162,False,False,False,False
5946,0.047174556515114596,False,False,False,False
5947,0.3641947095058605,False,False,False,False
5948,0.1421860130150272,False,False,False,False
5949,0.7877559236206,False,False,False,False
5950,0.5648423509979084,False,False,False,False
5951,0.8158333553266057,False,False,False,False
5952,0.6867241995580513,False,False,False,False
5953,0.9618976645495145,False,False,False,False
5954,0.031391619919897584,False,False,False,False
5955,0.3919096766663541,False,False,False,False
5956,0.2806114361336559,False,False,False,False
5957,0.9330752414784446,False,False,False,False
5958,0.019549971642973007,False,False,False,False
5959,0.8605635552736322,False,False,False,False
5960,0.994861403638609,False,False,False,False
5961,0.16736499964417928,False,False,False,False
5962,0.9486464679161921,False,False,False,False
5963,0.7838936148156058,False,False,False,False
5964,0.5260605268860209,False,False,False,False
5965,0.7513121446031429,False,False,False,False
5966,0.6795438552841065,False,False,False,False
5967,0.1804332312748227,False,False,False,False
5968,0.3600531274941279,False,False,False,False
5969,0.43374935944317417,False,False,False,False
5970,0.5201780593343549,False,False,False,False
5971,0.6533642866030318,False,False,False,False
5972,0.3552178341211998,False,False,False,False
5973,0.12375380365034461,False,False,False,False
5974,0.4331905556359056,False,False,False,False
5975,0.7830128354568426,False,False,False,False
5976,0.6961163576130128,False,False,False,False
5977,0.5618469470659689,False,False,False,False
5978,0.24025199377527884,False,False,False,False
5979,0.46675292591894,False,False,False,False
5980,0.6947981288184982,False,False,False,False
5981,0.680418805669922,False,False,False,False
5982,0.5468134602405106,False,False,False,False
5983,0.10176845917980593,False,False,False,False
5984,0.7930049789596304,False,False,False,False
5985,0.9595962620594948,False,False,False,False
5986,0.43482172349648607,False,False,False,False
5987,0.8977307363037248,False,False,False,False
5988,0.9778948224189149,False,False,False,False
5989,0.42599209857369214,False,False,False,False
5990,0.6518550471620385,False,False,False,False
5991,0.5878219295690292,False,False,False,False
5992,0.8363042905502379,False,False,False,False
5993,0.7049236496870199,False,False,False,False
5994,0.6904019545155015,False,False,False,False
5995,0.3507339517432785,False,False,False,False
5996,0.19564963648739442,False,False,False,False
5997,0.1321429691813385,False,False,False,False
5998,0.6539731467169314,False,False,False,False
5999,0.5686598178483223,False,False,False,False
6000,0.6690765554271793,False,False,False,False
6001,0.7803014939093922,False,False,False,False
6002,0.3683839375588025,False,False,False,False
6003,0.791688145177316,False,False,False,False
6004,0.6247606346845916,False,False,False,False
6005,0.6021949207321816,False,False,False,False
6006,0.7307085434015644,False,False,False,False
6007,0.14024908899861077,False,False,False,False
6008,0.6722644312234448,False,False,False,False
6009,0.8390697308817134,False,False,False,False
6010,0.3522124935651242,False,False,False,False
6011,0.32144013298457164,False,False,False,False
6012,0.30867960965266783,False,False,False,False
6013,0.32683467492391294,False,False,False,False
6014,0.1733267962959556,False,False,False,False
6015,0.7271484961719404,False,False,False,False
6016,0.4787484146820543,False,False,False,False
6017,0.9253628762534661,False,False,False,False
6018,0.2299480178186324,False,False,False,False
6019,0.22252236099060763,False,False,False,False
6020,0.6024819979535042,False,False,False,False
6021,0.22965233623958103,False,False,False,False
6022,0.9701365112382403,False,False,False,False
6023,0.14973420826677053,False,False,False,False
6024,0.9890919394999024,False,False,False,False
6025,0.8468337750111318,False,False,False,False
6026,0.9209704724874502,False,False,False,False
6027,0.8574372016499949,False,False,False,False
6028,0.795974856566028,False,False,False,False
6029,0.09607713217210068,False,False,False,False
6030,0.057399125820559616,False,False,False,False
6031,0.6478892016631599,False,False,False,False
6032,0.6260124809410571,False,False,False,False
6033,0.8668014382619265,False,False,False,False
6034,0.06112940236009179,False,False,False,False
6035,0.8186615236426579,False,False,False,False
6036,0.08054494671311319,False,False,False,False
6037,0.7408152316357867,False,False,False,False
6038,0.1950803991211798,False,False,False,False
6039,0.6255383495849516,False,False,False,False
6040,0.029631885976391104,False,False,False,False
6041,0.012245665790822424,False,False,False,False
6042,0.9795706805865927,False,False,False,False
6043,0.27313321260667356,False,False,False,False
6044,0.536310621924958,False,False,False,False
6045,0.2608107377102711,False,False,False,False
6046,0.0028713110948129783,False,False,False,False
6047,0.9487725805032546,True,False,False,False
6048,0.050944089003022275,False,False,False,False
6049,0.4371280421998007,False,False,False,False
6050,0.6587534098167009,False,False,False,False
6051,0.005419799818197957,False,False,False,False
6052,0.5610490294122168,False,False,False,False
6053,0.4350862411039177,False,False,False,False
6054,0.529745666182498,False,False,False,False
6055,0.6755605071583003,False,False,False,False
6056,0.08728538984754453,False,False,False,False
6057,0.28131517387388294,False,False,False,False
6058,0.40427645633044895,False,False,False,False
6059,0.4562511447278671,False,False,False,False
6060,0.3957668099057702,False,False,False,False
6061,0.9411736093251855,False,False,False,False
6062,0.049459137146015686,False,False,False,False
6063,0.5142228701904145,False,False,False,False
6064,0.2597422520866369,False,False,False,False
6065,0.34192693854566036,False,False,False,False
6066,0.3615980223075298,False,False,False,False
6067,0.5544195974459784,False,False,False,False
6068,0.3829389854137788,False,False,False,False
6069,0.35416457496606246,False,False,False,False
6070,0.8629263749548285,False,False,False,False
6071,0.7257083957377433,False,False,False,False
6072,0.773612623041591,False,False,False,False
6073,0.6133592364083679,False,False,False,False
6074,0.9163278159339558,False,False,False,False
6075,0.3390319418974882,False,False,False,False
6076,0.7693299595181523,False,False,False,False
6077,0.7154929967908985,False,False,False,False
6078,0.31415488807834235,False,False,False,False
6079,0.11080439503263928,False,False,False,False
6080,0.9015743271655693,False,False,False,False
6081,0.0984095941200468,False,False,False,False
6082,0.13210283730154393,False,False,False,False
6083,0.9152612515440707,False,False,False,False
6084,0.1445241888660469,False,False,False,False
6085,0.8265797947401032,False,False,False,False
6086,0.7536332808033611,False,False,False,False
6087,0.9395250399796778,False,False,False,False
6088,0.37125263708827716,False,False,False,False
6089,0.8608861685209939,False,False,False,False
6090,0.6102899517038506,False,False,False,False
6091,0.8197675886188093,False,False,False,False
6092,0.44379057347933304,False,False,False,False
6093,0.34170429529077573,False,False,False,False
6094,0.21957959220209133,False,False,False,False
6095,0.24790168983118288,False,False,False,False
6096,0.7170194727628887,False,False,False,False
6097,0.34786682559405435,False,False,False,False
6098,0.7812940354315159,False,False,False,False
6099,0.33020129559773137,False,False,False,False
6100,0.2601730885569479,False,False,False,False
6101,0.16887304161271477,False,False,False,False
6102,0.034285734053475125,False,False,False,False
6103,0.8004498123184509,False,False,False,False
6104,0.03020994824207046,False,False,False,False
6105,0.782905274171724,False,False,False,False
6106,0.911987647571481,False,False,False,False
6107,0.8435749515977528,False,False,False,False
6108,0.4308848974108528,False,False,False,False
6109,0.669800095180972,False,False,False,False
6110,0.94107417024669,False,False,False,False
6111,0.20698515964083974,False,False,False,False
6112,0.7828355539543036,False,False,False,False
6113,0.5191485865855878,False,False,False,False
6114,0.19514422053831504,False,False,False,False
6115,0.22684148463223253,False,False,False,False
6116,0.6868495657664668,False,False,False,False
6117,0.09519908696086399,False,False,False,False
6118,0.11747968591054436,False,False,False,False
6119,0.347881199879818,False,False,False,False
6120,0.9246191784832176,False,False,False,False
6121,0.33435922671739227,False,False,False,False
6122,0.7936726242564269,False,False,False,False
6123,0.6659147006024932,False,False,False,False
6124,0.03457166331823147,False,False,False,False
6125,0.908617772515012,False,False,False,False
6126,0.8185173902544616,False,False,False,False
6127,0.5779455714096253,False,False,False,False
6128,0.9055926492427656,False,False,False,False
6129,0.7510087528825579,False,False,False,False
6130,0.8319822742026011,False,False,False,False
6131,0.24148906062179398,False,False,False,False
6132,0.23786403643861975,False,False,False,False
6133,0.4212801276832546,False,False,False,False
6134,0.3744639364489377,False,False,False,False
6135,0.8253968717346473,False,False,False,False
6136,0.9902780870927544,False,False,False,False
6137,0.7050281965241929,False,False,False,False
6138,0.7460142802434464,False,False,False,False
6139,0.8564960009015917,False,False,False,False
6140,0.8086883795144988,False,False,False,False
6141,0.03801987120539363,False,False,False,False
6142,0.5944336637564518,False,False,False,False
6143,0.9749627024237711,False,False,False,False
6144,0.5990784689543349,False,False,False,False
6145,0.3914486635868403,False,False,False,False
6146,0.4435698001641636,False,False,False,False
6147,0.35480191913759895,False,False,False,False
6148,0.11069207402961612,False,False,False,False
6149,0.7867867120225087,False,False,False,False
6150,0.9788086544470412,False,False,False,False
6151,0.7020021811103714,False,False,False,False
6152,0.8851628766338411,False,False,False,False
6153,0.6482160402713806,False,False,False,False
6154,0.4493539410331321,False,False,False,False
6155,0.3971394463995984,False,False,False,False
6156,0.5564860905107941,False,False,False,False
6157,0.2509129289525647,False,False,False,False
6158,0.5942726943015799,False,False,False,False
6159,0.5736506498745382,False,False,False,False
6160,0.8589828605577138,False,False,False,False
6161,0.47673425537885783,False,False,False,False
6162,0.8003770314825251,False,False,False,False
6163,0.7268846565116779,False,False,False,False
6164,0.48635842326661893,True,False,False,False
6165,0.32596360277933156,False,False,False,False
6166,0.36775310059477406,False,False,False,False
6167,0.22825287546342055,False,False,False,False
6168,0.7435915074123066,False,False,False,False
6169,0.8121229611870592,False,False,False,False
6170,0.8728055319953978,False,False,False,False
6171,0.26871514868066315,False,False,False,False
6172,0.49669213445515314,False,False,False,False
6173,0.9956698006253952,False,False,False,False
6174,0.8659977735019763,False,False,False,False
6175,0.8000780691915278,False,False,False,False
6176,0.6684611177047122,False,False,False,False
6177,0.8821049626676735,False,False,False,False
6178,0.5266375099372003,False,False,False,False
6179,0.9442414862425493,False,False,False,False
6180,0.5544165520399336,False,False,False,False
6181,0.6260488772454097,False,False,False,False
6182,0.6533951995074075,False,False,False,False
6183,0.7235949236028211,False,False,False,False
6184,0.3455369917900175,False,False,False,False
6185,0.09982788181495983,False,False,False,False
6186,0.6649036790414772,False,False,False,False
6187,0.6201492866282963,False,False,False,False
6188,0.09272333767636654,False,False,False,False
6189,0.9593323476356084,False,False,False,False
6190,0.5579529826887045,False,False,False,False
6191,0.05794534453812994,False,False,False,False
6192,0.00923892141851268,False,False,False,False
6193,0.8274408525087472,False,False,False,False
6194,0.8591784786968971,False,False,False,False
6195,0.16104568281993992,False,False,False,False
6196,0.2215584993859303,False,False,False,False
6197,0.09307716135256283,False,False,False,False
6198,0.10824944147485704,False,False,False,False
6199,0.9662968872604188,False,False,False,False
6200,0.6301519692743847,False,False,False,False
6201,0.34313762484346555,False,False,False,False
6202,0.2059616377281469,False,False,False,False
6203,0.5540195020707105,False,False,False,False
6204,0.9500610946244371,False,False,False,False
6205,0.2264351900997762,False,False,False,False
6206,0.11812622661452354,False,False,False,False
6207,0.698296394588205,False,False,False,False
6208,0.8839134789079829,False,False,False,False
6209,0.3059429964305749,False,False,False,False
6210,0.5585640667679065,False,False,False,False
6211,0.19814086343199422,False,False,False,False
6212,0.7229339986919212,False,False,False,False
6213,0.729818921063804,False,False,False,False
6214,0.32039720359730783,False,False,False,False
6215,0.3391070522180205,False,False,False,False
6216,0.6452815277610775,False,False,False,False
6217,0.036712187580449696,False,False,False,False
6218,0.3270197123445858,False,False,False,False
6219,0.41510742666849476,False,False,False,False
6220,0.10527807985412496,False,False,False,False
6221,0.6137138167259192,False,False,False,False
6222,0.6886670834493552,False,False,False,False
6223,0.9618861013685905,False,False,False,False
6224,0.07817593304469939,False,False,False,False
6225,0.5793465943846096,False,False,False,False
6226,0.45069344386738663,False,False,False,False
6227,0.7054532209394645,False,False,False,False
6228,0.3808097056520202,False,False,False,False
6229,0.10965589919169827,False,False,False,False
6230,0.7787908081266032,False,False,False,False
6231,0.842731968806472,False,False,False,False
6232,0.38517202891602154,False,False,False,False
6233,0.8880586950148697,False,False,False,False
6234,0.4065981437019629,False,False,False,False
6235,0.1711846164610744,False,False,False,False
6236,0.13349583509185126,False,False,False,False
6237,0.28786140049078257,False,False,False,False
6238,0.5597228457776922,False,False,False,False
6239,0.48993559995646274,False,False,False,False
6240,0.8870225905583834,False,False,False,False
6241,0.7290707214130405,False,False,False,False
6242,0.32231971814342186,False,False,False,False
6243,0.6100245084449121,False,False,False,False
6244,0.33901585757326036,False,False,False,False
6245,0.3034428973917942,False,False,False,False
6246,0.7124966103632211,False,False,False,False
6247,0.9970263616391729,False,False,False,False
6248,0.0455806536675446,False,False,False,False
6249,0.6073854534294973,False,False,False,False
6250,0.9352020913957291,False,False,False,False
6251,0.2714394175643763,False,False,False,False
6252,0.8748990705564946,False,False,False,False
6253,0.024229354087584865,False,False,False,False
6254,0.3938347561850223,False,False,False,False
6255,0.502512049335146,False,False,False,False
6256,0.6539054306210633,False,False,False,False
6257,0.804546006317947,False,False,False,False
6258,0.036851540610053135,False,False,False,False
6259,0.5608615729363878,False,False,False,False
6260,0.6580323103841129,False,False,False,False
6261,0.5069071834722066,False,False,False,False
6262,0.3597126576714287,False,False,False,False
6263,0.8663629629420733,False,False,False,False
6264,0.17100348323615033,False,False,False,False
6265,0.4866763464421453,False,False,False,False
6266,0.5169779889596,False,False,False,False
6267,0.930594270876904,False,False,False,False
6268,0.9519287900809079,False,False,False,False
6269,6.703595123415863e-05,False,False,False,False
6270,0.6730262637118272,False,False,False,False
6271,0.3460638229047347,False,False,False,False
6272,0.14286961854085745,False,False,False,False
6273,0.392735012101753,False,False,False,False
6274,0.14390869607855827,False,False,False,False
6275,0.5203551859654679,False,False,False,False
6276,0.005488396134590401,False,False,False,False
6277,0.6361719330853711,False,False,False,False
6278,0.1951242410923364,False,False,False,False
6279,0.8178159272441685,False,False,False,False
6280,0.8739915892735461,False,False,False,False
6281,0.9011814192486128,False,False,False,False
6282,0.7728950870948578,False,False,False,False
6283,0.4711491351387228,False,False,False,False
6284,0.5594907548692242,False,False,False,False
6285,0.798728739228488,False,False,False,False
6286,0.39605894478365467,False,False,False,False
6287,0.27802210660081383,False,False,False,False
6288,0.6256827902603751,False,False,False,False
6289,0.6487749038885544,False,False,False,False
6290,0.08973127774125123,False,False,False,False
6291,0.191922708515344,False,False,False,False
6292,0.022653987707937362,False,False,False,False
6293,0.11671856067595932,False,False,False,False
6294,0.6131094189941395,False,False,False,False
6295,0.3369866188668009,False,False,False,False
6296,0.500868729526769,False,False,False,False
6297,0.6247422377872011,False,False,False,False
6298,0.6196685259698614,False,False,False,False
6299,0.4607696052395662,False,False,False,False
6300,0.79578856516697,False,False,False,False
6301,0.7144532360072374,False,False,False,False
6302,0.018160543914364058,False,False,False,False
6303,0.5752676766640311,False,False,False,False
6304,0.5031785267248878,False,False,False,False
6305,0.22585148378123487,False,False,False,False
6306,0.9796624516555633,True,False,False,False
6307,0.13008309093289716,False,False,False,False
6308,0.61630709605209,False,False,False,False
6309,0.4314181951798901,False,False,False,False
6310,0.6918470612856529,False,False,False,False
6311,0.24277898546082055,False,False,False,False
6312,0.3683710825935145,False,False,False,False
6313,0.27931878034473745,False,False,False,False
6314,0.18537527280248567,False,False,False,False
6315,0.06964063659139463,False,False,False,False
6316,0.17820685648046553,False,False,False,False
6317,0.4346041756809653,False,False,False,False
6318,0.5488875890065671,False,False,False,False
6319,0.16553172273527816,False,False,False,False
6320,0.7142994121931139,False,False,False,False
6321,0.3223220583285886,False,False,False,False
6322,0.6124455153398519,False,False,False,False
6323,0.7966573190059218,False,False,False,False
6324,0.7975108356807525,False,False,False,False
6325,0.45489440173263884,False,False,False,False
6326,0.9448051719440385,False,False,False,False
6327,0.9133811065621014,False,False,False,False
6328,0.08861199375499651,False,False,False,False
6329,0.4829383894717839,False,False,False,False
6330,0.143021875166635,False,False,False,False
6331,0.941538856738099,False,False,False,False
6332,0.8969967987729952,False,False,False,False
6333,0.9792302142549747,False,False,False,False
6334,0.4428515212319025,False,False,False,False
6335,0.7860643052769538,False,False,False,False
6336,0.5861762952709719,False,False,False,False
6337,0.4237894304290133,False,False,False,False
6338,0.4398533005916445,False,False,False,False
6339,0.3054806123711701,False,False,False,False
6340,0.0623017702837122,False,False,False,False
6341,0.6938593342090014,False,False,False,False
6342,0.805586105695467,False,False,False,False
6343,0.7685169925989775,False,False,False,False
6344,0.5895305945367628,False,False,False,False
6345,0.12192167833511258,False,False,False,False
6346,0.3741840434071827,False,False,False,False
6347,0.7847089091881483,False,False,False,False
6348,0.7460486256706017,False,False,False,False
6349,0.9590263840124423,False,False,False,False
6350,0.5237821909035946,False,False,False,False
6351,0.13763478513236937,False,False,False,False
6352,0.7257009707225356,False,False,False,False
6353,0.5332498098317082,False,False,False,False
6354,0.6804310610924562,False,False,False,False
6355,0.4300265696455212,False,False,False,False
6356,0.6382235529263369,False,False,False,False
6357,0.9279706081658242,False,False,False,False
6358,0.32926245959776956,False,False,False,False
6359,0.445265465999388,False,False,False,False
6360,0.3164601424152468,False,False,False,False
6361,0.10119944592677466,False,False,False,False
6362,0.16793798059886367,False,False,False,False
6363,0.3103625912878629,False,False,False,False
6364,0.5165745048430123,False,False,False,False
6365,0.2924677048065638,False,False,False,False
6366,0.5891582444091333,False,False,False,False
6367,0.3106541850810828,False,False,False,False
6368,0.27053962868541603,False,False,False,False
6369,0.13105775155731325,False,False,False,False
6370,0.6481168050241883,False,False,False,False
6371,0.5000362149376396,False,False,False,False
6372,0.6217961938000195,False,False,False,False
6373,0.07183486973360864,False,False,False,False
6374,0.8361997509577753,False,False,False,False
6375,0.9095522438713499,False,False,False,False
6376,0.4465811501761877,False,False,False,False
6377,0.12384368194337081,False,False,False,False
6378,0.16108701142418524,False,False,False,False
6379,0.8655166063244678,False,False,False,False
6380,0.7114093477097423,False,False,False,False
6381,0.10479768914339516,False,False,False,False
6382,0.17860417569711773,False,False,False,False
6383,0.9436944983249147,False,False,False,False
6384,0.756515867645341,False,False,False,False
6385,0.1383706928936035,False,False,False,False
6386,0.4748768364757039,False,False,False,False
6387,0.7565469634019073,False,False,False,False
6388,0.07023337088670323,False,False,False,False
6389,0.6600513411052183,False,False,False,False
6390,0.875241809211976,False,False,False,False
6391,0.2254841863395497,False,False,False,False
6392,0.49406360366177704,False,False,False,False
6393,0.5934562725899734,False,False,False,False
6394,0.6060158207000109,False,False,False,False
6395,0.8561581624921681,False,False,False,False
6396,0.02647910130496345,False,False,False,False
6397,0.998863240391683,False,False,False,False
6398,0.10576773376032711,False,False,False,False
6399,0.7980395012720187,False,False,False,False
6400,0.17012440561565012,False,False,False,False
6401,0.3527448718582934,False,False,False,False
6402,0.5474281970000026,False,False,False,False
6403,0.830634826982857,False,False,False,False
6404,0.5284498945026354,False,False,False,False
6405,0.5999988085596921,False,False,False,False
6406,0.5298006109074711,False,False,False,False
6407,0.06895278424584206,False,False,False,False
6408,0.8486686871473293,False,False,False,False
6409,0.18280877043097654,False,False,False,False
6410,0.2884926031419477,False,False,False,False
6411,0.50315885094502,False,False,False,False
6412,0.16969693224186544,False,False,False,False
6413,0.5059200134248644,False,False,False,False
6414,0.7991074484399395,False,False,False,False
6415,0.6322828130302102,False,False,False,False
6416,0.051805115639873445,False,False,False,False
6417,0.879044330472637,False,False,False,False
6418,0.11682929569336355,False,False,False,False
6419,0.3447741359151706,False,False,False,False
6420,0.7166430317458448,False,False,False,False
6421,0.41673225389404467,False,False,False,False
6422,0.5456756940810478,False,False,False,False
6423,0.5039329644302343,False,False,False,False
6424,0.5747383779742352,False,False,False,False
6425,0.4595471512617503,False,False,False,False
6426,0.9898230692048735,False,False,False,False
6427,0.9559842693402016,False,False,False,False
6428,0.5336199339398677,False,False,False,False
6429,0.6008912265083856,False,False,False,False
6430,0.3931766874041964,False,False,False,False
6431,0.8875122152019242,False,False,False,False
6432,0.6858304476238237,False,False,False,False
6433,0.2725864974158917,False,False,False,False
6434,0.6741443008931345,False,False,False,False
6435,0.82276161327083,False,False,False,False
6436,0.2845835832716228,False,False,False,False
6437,0.6423807517156301,False,False,False,False
6438,0.5535408400896115,False,False,False,False
6439,0.7047923426129415,False,False,False,False
6440,0.7192529907079513,False,False,False,False
6441,0.6355412929730783,False,False,False,False
6442,0.7766628889249426,False,False,False,False
6443,0.716433175755905,False,False,False,False
6444,0.9771927299143573,False,False,False,False
6445,0.29843997575876346,False,False,False,False
6446,0.7167517501636094,False,False,False,False
6447,0.2173163119843926,False,False,False,False
6448,0.567257815827237,False,False,False,False
6449,0.3162141518240431,False,False,False,False
6450,0.1526936934997769,False,False,False,False
6451,0.874754782339086,False,False,False,False
6452,0.977747867643296,False,False,False,False
6453,0.20291978306153358,False,False,False,False
6454,0.3686551441550969,False,False,False,False
6455,0.8380252535954188,False,False,False,False
6456,0.3773917714049878,False,False,False,False
6457,0.15166370877944457,False,False,False,False
6458,0.66737058001214,False,False,False,False
6459,0.47162381396750275,False,False,False,False
6460,0.6058488953315778,False,False,False,False
6461,0.10204299847463416,False,False,False,False
6462,0.12805261054778694,False,False,False,False
6463,0.9173157722879235,False,False,False,False
6464,0.08816810692415855,False,False,False,False
6465,0.8868059392806316,False,False,False,False
6466,0.47906436458522794,False,False,False,False
6467,0.9802446252759475,False,False,False,False
6468,0.2950192087123954,False,False,False,False
6469,0.891701811225204,False,False,False,False
6470,0.4685450294752067,False,False,False,False
6471,0.5219801141180507,False,False,False,False
6472,0.5692120504306768,False,False,False,False
6473,0.04517311698942639,False,False,False,False
6474,0.22524230269961198,False,False,False,False
6475,0.5663533783813035,False,False,False,False
6476,0.8887877663650384,False,False,False,False
6477,0.6016383691388628,False,False,False,False
6478,0.29741195909358,False,False,False,False
6479,0.9097966227332338,False,False,False,False
6480,0.28942970750806496,False,False,False,False
6481,0.8497301914012271,False,False,False,False
6482,0.5003264481591394,False,False,False,False
6483,0.6944367193087689,False,False,False,False
6484,0.19463870785196757,False,False,False,False
6485,0.45361417845462193,False,False,False,False
6486,0.21502168839771651,False,False,False,False
6487,0.8198088582380241,False,False,False,False
6488,0.8719898637238855,False,False,False,False
6489,0.7596430523063947,False,False,False,False
6490,0.8971098439566533,False,False,False,False
6491,0.4565089317869613,False,False,False,False
6492,0.5861369551739308,False,False,False,False
6493,0.6549353268423558,False,False,False,False
6494,0.41184344030097375,False,False,False,False
6495,0.4378415656758372,False,False,False,False
6496,0.6428883242899669,False,False,False,False
6497,0.08663919229531669,False,False,False,False
6498,0.22281982356387564,False,False,False,False
6499,0.012140900922043563,False,False,False,False
6500,0.9921281563407308,False,False,False,False
6501,0.7987498277617607,False,False,False,False
6502,0.03545872694893892,False,False,False,False
6503,0.960586962506625,False,False,False,False
6504,0.8400843726481325,False,False,False,False
6505,0.9353486953301278,False,False,False,False
6506,0.6818959050670735,False,False,False,False
6507,0.021612079880330426,False,False,False,False
6508,0.31913248859966603,False,False,False,False
6509,0.7371517467171977,False,False,False,False
6510,0.05477410739043609,False,False,False,False
6511,0.46494648369225156,False,False,False,False
6512,0.4384070905301488,False,False,False,False
6513,0.854331031644593,False,False,False,False
6514,0.6310281447330454,False,False,False,False
6515,0.5029952532376017,False,False,False,False
6516,0.7766886763492903,False,False,False,False
6517,0.1058145276846828,False,False,False,False
6518,0.8763446693975172,False,False,False,False
6519,0.9903884573604824,False,False,False,False
6520,0.21213397542302015,False,False,False,False
6521,0.3855561286437489,False,False,False,False
6522,0.33073574205486667,False,False,False,False
6523,0.5491443835996794,False,False,False,False
6524,0.8190788410807225,False,False,False,False
6525,0.960023257950074,False,False,False,False
6526,0.7876934476661962,False,False,False,False
6527,0.19780445367316957,False,False,False,False
6528,0.5375374348496279,False,False,False,False
6529,0.04397166822294529,False,False,False,False
6530,0.6471187880735663,True,False,False,False
6531,0.8661704308177439,False,False,False,False
6532,0.8828475034662039,False,False,False,False
6533,0.16237010384629535,False,False,False,False
6534,0.7560752824282378,False,False,False,False
6535,0.49549134126868233,False,False,False,False
6536,0.51376045095169,False,False,False,False
6537,0.6284766302049182,False,False,False,False
6538,0.5887584743743296,False,False,False,False
6539,0.3854142314414213,False,False,False,False
6540,0.2045707527063778,False,False,False,False
6541,0.5724895757887801,False,False,False,False
6542,0.7156292357759177,False,False,False,False
6543,0.47250008828041956,False,False,False,False
6544,0.311771458777917,False,False,False,False
6545,0.15911774709047277,False,False,False,False
6546,0.04725033885648511,False,False,False,False
6547,0.9948148928296083,False,False,False,False
6548,0.5909154914814168,False,False,False,False
6549,0.4527717451128178,False,False,False,False
6550,0.43671738923236236,False,False,False,False
6551,0.42436528943499385,False,False,False,False
6552,0.5153643488293872,False,False,False,False
6553,0.2230361279982953,False,False,False,False
6554,0.22766114679921412,False,False,False,False
6555,0.5304751232566325,False,False,False,False
6556,0.7650179989319748,False,False,False,False
6557,0.8728589587741787,False,False,False,False
6558,0.955349428187811,False,False,False,False
6559,0.09587953770108548,False,False,False,False
6560,0.11136497278658797,False,False,False,False
6561,0.1547238990088764,False,False,False,False
6562,0.043175225056884536,False,False,False,False
6563,0.7370219123255332,False,False,False,False
6564,0.014975605936593972,False,False,False,False
6565,0.24732327353976746,False,False,False,False
